Voltage_V,Current_A,State_x
-0.8,-3.448262914859646e-05,0.2990047274856814
-0.7933110367892977,-2.4578936046653502e-05,0.23045342654908518
-0.7866220735785954,-0.00021771238776739668,0.7269146045129822
-0.779933110367893,-0.00023173760036074732,0.7468187110731831
-0.7732441471571907,-0.00013069182923787615,0.6005027422586366
-0.7665551839464884,-0.0001205578844423592,0.5832909066203391
-0.759866220735786,-0.0002776004969206642,0.8085615224919309
-0.7531772575250837,-0.00019399400588648765,0.7072939742663865
-0.7464882943143814,-2.480119983001274e-05,0.24488404491299526
-0.739799331103679,-2.1802456153461306e-05,0.22013545291427114
-0.7331103678929767,-6.368896978589101e-05,0.4485434969151666
-0.7264214046822743,-5.241583473910973e-05,0.40821804212007173
-0.719732441471572,-0.00010277302142340538,0.5605678958461995
-0.7130434782608697,-2.0683754397214106e-05,0.2168725555653066
-0.7063545150501673,-0.00014556212720445364,0.6492744149641241
-0.6996655518394649,-6.855134395808267e-05,0.47504320404898304
-0.6929765886287625,-9.703063235216921e-05,0.5559993181327716
-0.6862876254180602,-0.00012394069473183942,0.6165608118438829
-0.6795986622073579,-0.00015709789890432305,0.6786725152690801
-0.6729096989966555,-0.00013608012504314133,0.6445366079836485
-0.6662207357859532,-2.211832485976382e-05,0.24473371152303403
-0.6595317725752509,-1.7161674956505323e-05,0.19452678679717073
-0.6528428093645485,-2.7498201495751318e-05,0.2941875164274945
-0.6461538461538462,-1.0930859240056747e-05,0.10654673289714456
-0.6394648829431439,-4.2007065236150594e-05,0.38805479816906796
-0.6327759197324415,-1.8351887444296774e-05,0.2168333962449329
-0.6260869565217392,-7.97577638331476e-05,0.5341784456250751
-0.6193979933110368,-0.00021012134955576177,0.7856827501984194
-0.6127090301003345,-2.1915526598086503e-05,0.2601697316678993
-0.6060200668896322,-1.6813641884306317e-05,0.20770676696098667
-0.5993311036789298,-2.257132388815934e-05,0.2708748485189356
-0.5926421404682275,-0.00026642107292100347,0.8785245230743709
-0.5859531772575252,-0.0001994205063054095,0.786663829537941
-0.5792642140468228,-7.152138618952876e-05,0.5270282575277071
-0.5725752508361205,-4.9521130311066546e-05,0.4475668727912978
-0.5658862876254181,-1.9248568490308796e-05,0.24975405320339494
-0.5591973244147157,-2.80242971586454e-05,0.3306207839646539
-0.5525083612040134,-9.386225821270537e-05,0.6017338648716749
-0.545819397993311,-3.5275222442742086e-05,0.38456469721266684
-0.5391304347826087,-0.00012698588554419324,0.6835643314973454
-0.5324414715719064,-7.127787287199688e-05,0.5455905866144736
-0.525752508361204,-0.0002204592383873608,0.8539119624981186
-0.5190635451505017,-1.5498986063397408e-05,0.22283650641731623
-0.5123745819397993,-0.0001922135045889854,0.8169804743088049
-0.505685618729097,-1.660246787305311e-05,0.2424277367657946
-0.49899665551839467,-7.5907349011301e-05,0.5754100143021488
-0.49230769230769234,-9.534769502552184e-06,0.1341037022168548
-0.48561872909699,-8.993282952309425e-05,0.6227124379117905
-0.47892976588628766,-3.225247369589215e-05,0.3933756403407035
-0.4722408026755853,-0.0001352586825619393,0.7364558178579704
-0.465551839464883,-7.960445532405904e-06,0.10872563738186464
-0.45886287625418065,-4.685386601243479e-05,0.48422163114547456
-0.4521739130434783,-1.0826037057018029e-05,0.17744810451030332
-0.445484949832776,-1.2048229728514585e-05,0.20245835552029387
-0.43879598662207364,-0.00013433343946732098,0.7553793663513625
-0.4321070234113713,-6.779188770526954e-05,0.5827086274076448
-0.42541806020066897,-0.00018818526189582244,0.8727009666013766
-0.41872909698996663,-8.811446459387179e-05,0.6545606217767354
-0.41204013377926424,-0.00018617127547549398,0.8803664756343358
-0.4053511705685619,-4.722621187780076e-05,0.513837390571531
-0.39866220735785957,-4.770528804967538e-05,0.519899724709032
-0.39197324414715723,-1.0190970933776455e-05,0.19435429902523468
-0.3852842809364549,-2.276369550593946e-05,0.36544111091724907
-0.37859531772575256,-1.786215804608425e-05,0.31793314687628516
-0.3719063545150502,-0.00013045188182508882,0.7958886701634812
-0.3652173913043479,-8.412041011271612e-06,0.16951871749663877
-0.35852842809364555,-3.637867973382771e-05,0.4828172474240525
-0.3518394648829432,-0.00011334110683983034,0.7702318681396557
-0.3451505016722409,-3.9157583040804856e-05,0.5078303971665682
-0.33846153846153854,-6.703764171986194e-06,0.13867678567343705
-0.3317725752508362,-5.3807113699094046e-05,0.5906057333003585
-0.3250836120401338,-2.554421802392205e-05,0.42665697984533635
-0.31839464882943147,-7.120304956365575e-05,0.6700983514264256
-0.31170568561872913,-7.22693964099114e-06,0.1708668451110568
-0.3050167224080268,-2.1730454263058505e-05,0.40547532289532684
-0.29832775919732446,-5.368207242561956e-06,0.11911586090835398
-0.2916387959866221,-2.1046069602008366e-05,0.4082437679586598
-0.2849498327759198,-8.138862762874424e-06,0.21368709123198304
-0.27826086956521745,-1.0847826638131494e-05,0.27805803197763523
-0.2715719063545151,-7.739385498897753e-05,0.7350503411952212
-0.2648829431438128,-6.024680357983256e-05,0.6744671790703387
-0.25819397993311044,-2.6689956335656148e-05,0.4869619847284933
-0.2515050167224081,-0.00011482720920162753,0.8841843867471227
-0.24481605351170577,-6.346899253072853e-05,0.7090517341816789
-0.23812709030100343,-5.56926096131201e-06,0.17264865816753644
-0.2314381270903011,-2.8929210444381834e-05,0.5298375516841584
-0.22474916387959876,-4.505459088879841e-05,0.6423472285140078
-0.21806020066889642,-5.306505419581743e-05,0.6921444781009256
-0.21137123745819408,-3.59549995080557e-05,0.602045268134208
