timestamp,ghi,dni,dhi,air_temperature,wind_speed
2022-01-01 00:00:00,0.0,0.0,0.0,-3.893368767921457,1.7794952320949078
2022-01-01 01:00:00,0.0,0.0,0.0,-3.893368767921457,0.6527972503411945
2022-01-01 02:00:00,0.0,0.0,0.0,-3.893368767921457,1.0289858732618804
2022-01-01 03:00:00,0.0,0.0,0.0,-3.893368767921457,1.0692551289959462
2022-01-01 04:00:00,0.0,0.0,0.0,-3.893368767921457,2.843621470592664
2022-01-01 05:00:00,0.0,0.0,0.0,-3.893368767921457,1.855094555415816
2022-01-01 06:00:00,0.0,0.0,0.0,-3.893368767921457,10.329852163241934
2022-01-01 07:00:00,0.0,0.0,0.0,-3.893368767921457,0.4728447374046942
2022-01-01 08:00:00,0.0,0.0,0.0,-3.893368767921457,12.732605652833387
2022-01-01 09:00:00,24.482718321101437,17.137902824771004,7.344815496330431,-3.893368767921457,0.9176807890423008
2022-01-01 10:00:00,18.544455055839585,12.981118539087708,5.563336516751876,-3.893368767921457,5.18787524259548
2022-01-01 11:00:00,110.85170058715609,77.59619041100926,33.25551017614683,-3.893368767921457,1.4488457994366042
2022-01-01 12:00:00,47.34311287552284,33.140179012865985,14.202933862656852,-3.893368767921457,0.5404431971564391
2022-01-01 13:00:00,31.825129590652878,22.277590713457013,9.547538877195864,-3.893368767921457,6.829018490467337
2022-01-01 14:00:00,16.43671086626154,11.505697606383077,4.931013259878461,-3.893368767921457,1.292949601678472
2022-01-01 15:00:00,6.842628940162366,4.789840258113656,2.0527886820487096,-3.893368767921457,3.7640709996766226
2022-01-01 16:00:00,0.0,0.0,0.0,-3.893368767921457,2.925067542847892
2022-01-01 17:00:00,0.0,0.0,0.0,-3.893368767921457,2.2336914827708263
2022-01-01 18:00:00,0.0,0.0,0.0,-3.893368767921457,2.396873100495283
2022-01-01 19:00:00,0.0,0.0,0.0,-3.893368767921457,4.611797511633779
2022-01-01 20:00:00,0.0,0.0,0.0,-3.893368767921457,0.3215321278082022
2022-01-01 21:00:00,0.0,0.0,0.0,-3.893368767921457,3.8610761724486644
2022-01-01 22:00:00,0.0,0.0,0.0,-3.893368767921457,7.91545752434486
2022-01-01 23:00:00,0.0,0.0,0.0,-3.893368767921457,0.20833815012998486
2022-01-02 00:00:00,0.0,0.0,0.0,-3.9190821912089717,0.5305400633181317
2022-01-02 01:00:00,0.0,0.0,0.0,-3.9190821912089717,4.413530272661928
2022-01-02 02:00:00,0.0,0.0,0.0,-3.9190821912089717,2.0124161376473606
2022-01-02 03:00:00,0.0,0.0,0.0,-3.9190821912089717,1.808651428261111
2022-01-02 04:00:00,0.0,0.0,0.0,-3.9190821912089717,0.5155567426538644
2022-01-02 05:00:00,0.0,0.0,0.0,-3.9190821912089717,2.473729176956078
2022-01-02 06:00:00,0.0,0.0,0.0,-3.9190821912089717,0.4735465836616025
2022-01-02 07:00:00,0.0,0.0,0.0,-3.9190821912089717,2.2660693060689563
2022-01-02 08:00:00,0.0,0.0,0.0,-3.9190821912089717,5.048031491874908
2022-01-02 09:00:00,10.715710968229637,7.500997677760745,3.214713290468891,-3.9190821912089717,1.0456683187041584
2022-01-02 10:00:00,77.52250455521363,54.26575318864954,23.25675136656409,-3.9190821912089717,2.294038156574996
2022-01-02 11:00:00,21.17701297994524,14.823909085961667,6.353103893983572,-3.9190821912089717,16.906091674215297
2022-01-02 12:00:00,29.97754745254903,20.98428321678432,8.993264235764709,-3.9190821912089717,4.061525486796423
2022-01-02 13:00:00,126.39806911167375,88.47864837817161,37.91942073350212,-3.9190821912089717,6.443841049241141
